,time_initialization,test_cost,test_accur,train_cost,time_train_this_epoch,train_accur,time_train_total,time_read_data_this_epoch,time_read_data_total,training_finish_requested
0,3.8174538612365723,8.269083023071289,9.889240506329114e-05,,,,,,,
391,,1.3946888446807861,0.49653876582278483,1.7499403953552246,24.017803192138672,0.38445492321268065,24.017803192138672,1.4749729633331299,1.4749729633331299,True
