,time_initialization,test_cost,test_accur,train_cost,time_train_this_epoch,train_accur,time_train_total,time_read_data_this_epoch,time_read_data_total,training_finish_requested
0,3.767982006072998,18.431713104248047,0.12678006329113925,,,,,,,
391,,1.3736287355422974,0.5134493670886076,2.1859633922576904,28.346370458602905,0.39396978903304586,28.346370458602905,1.4153926372528076,1.4153926372528076,True
