,time_initialization,test_cost,test_accur,train_cost,time_train_this_epoch,train_accur,time_train_total,training_finished,time_read_data_this_epoch,time_read_data_total,training_finish_requested
0,3.899590015411377,22.486730575561523,0.0680379746835443,,,,,,,,
391,,1.2947776317596436,0.5361946202531646,1.9046493768692017,22.54334259033203,0.4094069693094629,22.54334259033203,True,1.4383656978607178,1.4383656978607178,True
