,time_initialization,test_cost,test_accur,train_cost,time_train_this_epoch,train_accur,time_train_total,training_finished,time_read_data_this_epoch,time_read_data_total,training_finish_requested
0,3.7510509490966797,5.500153064727783,0.007021360759493671,,,,,,,,
391,,1.2440649271011353,0.5610166139240507,1.56047785282135,16.225321531295776,0.454167998660251,16.225321531295776,True,1.4078433513641357,1.4078433513641357,True
