,time_initialization,test_cost,test_accur,train_cost,time_train_this_epoch,train_accur,time_train_total,training_finished,time_read_data_this_epoch,time_read_data_total,training_finish_requested
0,3.6815431118011475,11.427887916564941,0.10047468354430379,,,,,,,,
391,,1.4298869371414185,0.4880340189873418,1.8193929195404053,28.719048738479614,0.3762867647363707,28.719048738479614,True,1.4138078689575195,1.4138078689575195,True
