,time_initialization,test_cost,test_accur,train_cost,time_train_this_epoch,train_accur,time_train_total,training_finished,time_read_data_this_epoch,time_read_data_total,training_finish_requested
0,3.7071640491485596,33.86709976196289,0.09829905063291139,,,,,,,,
391,,1.4767298698425293,0.471815664556962,2.431601047515869,43.95384120941162,0.3663483056265985,43.95384120941162,True,1.5182173252105713,1.5182173252105713,True
