,time_initialization,test_cost,test_accur,train_cost,time_train_this_epoch,train_accur,time_train_total,training_finished,time_read_data_this_epoch,time_read_data_total,training_finish_requested
0,3.725048065185547,7.468676567077637,0.020371835443037976,,,,,,,,
391,,1.3300354480743408,0.5228441455696202,1.6585485935211182,13.653384685516357,0.41748721230670316,13.653384685516357,True,1.4117698669433594,1.4117698669433594,True
