,time_initialization,test_cost,test_accur,train_cost,time_train_this_epoch,train_accur,time_train_total,training_finished,time_read_data_this_epoch,time_read_data_total,training_finish_requested
0,3.8492989540100098,8.977970123291016,0.07921281645569621,,,,,,,,
391,,1.4243178367614746,0.49386867088607594,1.772314190864563,28.647568941116333,0.3898577365424017,28.647568941116333,True,1.4487321376800537,1.4487321376800537,True
