,time_initialization,test_cost,test_accur,train_cost,time_train_this_epoch,train_accur,time_train_total,training_finished,time_read_data_this_epoch,time_read_data_total,training_finish_requested
0,3.8402740955352783,18.366743087768555,0.11560522151898735,,,,,,,,
391,,1.402488112449646,0.49268196202531644,2.1130666732788086,24.446634531021118,0.37908407931437577,24.446634531021118,True,1.5500578880310059,1.5500578880310059,True
