,time_initialization,test_cost,test_accur,train_cost,time_train_this_epoch,train_accur,time_train_total,time_read_data_this_epoch,time_read_data_total,training_finish_requested
0,3.6036009788513184,21.28887367248535,0.11115506329113924,,,,,,,
391,,1.4338208436965942,0.49287974683544306,2.114675283432007,38.879536867141724,0.3774736253806697,38.879536867141724,1.4196765422821045,1.4196765422821045,True
