,time_initialization,test_cost,test_accur,train_cost,time_train_this_epoch,train_accur,time_train_total,time_read_data_this_epoch,time_read_data_total,training_finish_requested
0,3.823078155517578,12.164053916931152,0.11016613924050633,,,,,,,
391,,1.3586580753326416,0.5078125,1.7678519487380981,27.373706817626953,0.4065537083789211,27.373706817626953,1.6989638805389404,1.6989638805389404,True
