,time_initialization,test_cost,test_accur,train_cost,time_train_this_epoch,train_accur,time_train_total,time_read_data_this_epoch,time_read_data_total,training_finish_requested
0,3.7829749584198,4.448888778686523,0.00019778481012658228,,,,,,,
391,,1.4326090812683105,0.48486946202531644,1.7197415828704834,10.048766136169434,0.383304028102504,10.048766136169434,1.4546222686767578,1.4546222686767578,True
