,time_initialization,test_cost,test_accur,train_cost,time_train_this_epoch,train_accur,time_train_total,time_read_data_this_epoch,time_read_data_total,training_finish_requested
0,3.7089102268218994,9.841740608215332,0.03757911392405063,,,,,,,
391,,1.295806646347046,0.540743670886076,1.7194123268127441,22.448285579681396,0.4182504795091536,22.448285579681396,1.432734727859497,1.432734727859497,True
