,time_initialization,test_cost,test_accur,train_cost,time_train_this_epoch,train_accur,time_train_total,time_read_data_this_epoch,time_read_data_total,training_finish_requested
0,3.6020209789276123,9.427396774291992,0.04529272151898734,,,,,,,
391,,1.31839919090271,0.5269976265822784,1.686853289604187,19.485761642456055,0.4228101023627669,19.485761642456055,1.4651579856872559,1.4651579856872559,True
