,time_initialization,test_cost,test_accur,train_cost,time_train_this_epoch,train_accur,time_train_total,time_read_data_this_epoch,time_read_data_total,training_finish_requested
0,3.8023838996887207,68.33163452148438,0.019580696202531646,,,,,,,
391,,1.3974717855453491,0.5080102848101266,2.6280460357666016,40.46293520927429,0.3847746163073098,40.46293520927429,1.4458575248718262,1.4458575248718262,True
