,time_initialization,test_cost,test_accur,train_cost,time_train_this_epoch,train_accur,time_train_total,training_finished,time_read_data_this_epoch,time_read_data_total,training_finish_requested
0,3.752121925354004,12.035048484802246,0.11313291139240507,,,,,,,,
391,,1.3594844341278076,0.5182950949367089,1.8296574354171753,18.469486951828003,0.40579843353432465,18.469486951828003,True,1.4552175998687744,1.4552175998687744,True
